transaction_id,date,hour,customer_id,product_id,store_id,employee_id,quantity,discount_pct,payment_method,is_returned
TXN000153,2024-07-21,17,CUST0392,PRD0070,ST008,EMP015,1,15,Digital Wallet,False
TXN000154,2023-06-03,15,CUST0425,PRD0091,ST004,EMP027,2,0,Digital Wallet,False
TXN000155,2023-09-14,11,CUST0459,PRD0061,ST007,EMP045,4,0,Cash,False
TXN000156,2023-03-01,21,CUST0195,PRD0088,ST003,EMP049,1,20,Debit Card,False
TXN000157,2023-12-07,18,CUST0273,PRD0042,ST006,EMP047,3,25,Debit Card,False
TXN000158,2024-07-22,16,CUST0214,PRD0040,ST008,EMP008,2,0,Credit Card,False
TXN000159,2023-03-30,16,CUST0356,PRD0021,ST010,EMP034,4,15,Digital Wallet,False
TXN000160,2024-07-13,10,CUST0329,PRD0014,ST007,EMP041,5,25,Debit Card,False
TXN000161,2023-08-18,18,CUST0304,PRD0049,ST002,EMP039,1,0,Credit Card,False
TXN000162,2024-03-02,14,CUST0005,PRD0074,ST009,EMP023,2,0,Debit Card,False
TXN000163,2024-06-17,18,CUST0263,PRD0087,ST004,EMP027,1,0,Cash,False
TXN000164,2023-12-21,12,CUST0036,PRD0008,ST005,EMP020,5,10,Debit Card,False
TXN000165,2024-01-13,15,CUST0280,PRD0024,ST006,EMP047,5,0,Cash,False
TXN000166,2023-01-03,18,CUST0283,PRD0060,ST008,EMP033,5,0,Debit Card,False
TXN000167,2023-08-26,16,CUST0475,PRD0067,ST001,EMP013,3,5,Digital Wallet,False
TXN000168,2023-09-29,14,CUST0030,PRD0009,ST004,EMP043,2,0,Cash,False
TXN000169,2023-12-08,15,CUST0056,PRD0084,ST007,EMP041,3,0,Digital Wallet,False
TXN000170,2023-01-30,11,CUST0211,PRD0005,ST005,EMP026,2,0,Digital Wallet,False
TXN000171,2023-08-22,16,CUST0320,PRD0039,ST007,EMP014,3,0,Digital Wallet,False
TXN000172,2024-12-25,17,CUST0107,PRD0091,ST002,EMP012,4,0,Cash,False
TXN000173,2023-08-18,14,CUST0443,PRD0094,ST008,EMP008,5,5,Digital Wallet,False
TXN000174,2023-11-19,21,CUST0009,PRD0071,ST001,EMP032,5,0,Debit Card,False
TXN000175,2024-12-27,8,CUST0346,PRD0031,ST005,EMP018,4,0,Debit Card,False
TXN000176,2023-10-19,8,CUST0031,PRD0045,ST009,EMP029,4,0,Debit Card,True
TXN000177,2024-05-31,11,CUST0252,PRD0078,ST004,EMP027,4,0,Debit Card,False
TXN000178,2023-10-03,21,CUST0426,PRD0050,ST009,EMP019,5,0,Credit Card,False
TXN000179,2024-05-12,9,CUST0131,PRD0068,ST005,EMP018,3,10,Digital Wallet,False
TXN000180,2024-12-12,10,CUST0436,PRD0006,ST008,EMP015,1,0,Credit Card,False
TXN000181,2024-02-20,9,CUST0001,PRD0080,ST005,EMP044,2,0,Debit Card,False
TXN000182,2024-02-03,19,CUST0353,PRD0069,ST006,EMP047,4,0,Digital Wallet,False
TXN000183,2024-11-08,20,CUST0109,PRD0069,ST010,EMP022,3,0,Debit Card,False
TXN000184,2023-03-22,8,CUST0265,PRD0045,ST007,EMP045,31,0,Cash,False
TXN000185,2023-04-01,12,CUST0243,PRD0087,ST010,EMP031,1,0,Debit Card,False
TXN000186,2024-03-18,17,CUST0447,PRD0029,ST002,EMP039,3,0,Debit Card,False
TXN000187,2023-06-01,9,CUST0099,PRD0034,ST006,EMP036,1,0,Cash,False
TXN000188,2023-08-12,17,CUST0251,PRD0032,ST005,EMP018,3,0,Credit Card,False
TXN000189,2024-03-14,8,CUST0005,PRD0031,ST010,EMP016,3,20,Debit Card,False
TXN000190,2024-12-01,17,CUST0148,PRD0021,ST010,EMP034,3,0,Digital Wallet,False
TXN000191,2024-04-15,18,CUST0427,PRD0029,ST008,EMP010,1,25,Cash,False
TXN000192,2024-02-08,15,CUST0334,PRD0059,ST010,EMP022,3,0,Credit Card,False
TXN000193,2024-11-23,19,CUST0194,PRD0088,ST005,EMP020,3,5,Credit Card,False
TXN000194,2023-06-25,16,CUST0394,PRD0100,ST004,EMP027,4,0,Cash,False
TXN000195,2024-08-29,14,CUST0405,PRD0003,ST005,EMP018,1,20,Credit Card,False
TXN000196,2023-04-10,12,CUST0048,PRD0074,ST005,EMP020,1,0,Credit Card,False
TXN000197,2023-12-30,12,CUST0367,PRD0049,ST006,EMP047,4,0,Debit Card,False
TXN000198,2024-10-14,20,CUST0196,PRD0094,ST009,EMP023,4,20,Digital Wallet,False
TXN000199,2023-04-15,19,CUST0194,PRD0015,ST004,EMP043,3,15,Cash,False
TXN000200,2024-12-21,14,CUST0225,PRD0081,ST007,EMP014,5,0,Credit Card,False
TXN000201,2023-01-06,16,CUST0364,PRD0055,ST008,EMP037,1,20,Debit Card,False
TXN000202,2023-10-21,14,CUST0341,PRD0051,ST007,EMP045,2,0,Credit Card,False
TXN000203,2024-03-19,17,CUST0303,PRD0091,ST009,EMP029,3,25,Debit Card,False
TXN000204,2024-09-05,18,CUST0063,PRD0055,ST004,EMP043,5,0,Digital Wallet,True
TXN000205,2023-11-01,9,CUST0159,PRD0042,ST007,EMP041,4,25,Cash,False
TXN000206,2024-06-07,20,CUST0373,PRD0010,ST008,EMP015,3,0,Cash,False
TXN000207,2024-01-12,8,CUST0312,PRD0071,ST007,EMP014,4,0,Cash,False
TXN000208,2023-09-17,8,CUST0219,PRD0046,ST010,EMP034,2,5,Credit Card,False
TXN000209,2023-02-23,19,CUST0153,PRD0092,ST001,EMP050,1,0,Cash,False
TXN000210,2023-09-05,15,CUST0351,PRD0069,ST008,EMP008,2,0,Digital Wallet,False
TXN000211,2023-03-07,9,CUST0216,PRD0066,ST007,EMP014,5,0,Debit Card,False
TXN000212,2023-06-20,16,CUST0296,PRD0061,ST007,EMP045,1,0,Credit Card,False
TXN000213,2023-07-27,11,CUST0442,PRD0009,ST001,EMP013,4,0,Cash,False
TXN000214,2023-09-09,12,CUST0157,PRD0090,ST009,EMP029,2,0,Cash,False
TXN000215,2023-12-02,17,CUST0035,PRD0045,ST004,EMP043,2,0,Cash,False
TXN000216,2023-03-01,19,CUST0349,PRD0068,ST009,EMP006,2,0,Digital Wallet,False
TXN000217,2023-03-04,15,CUST0051,PRD0096,ST003,EMP001,3,0,Credit Card,False
TXN000218,2023-07-05,15,CUST0436,PRD0031,ST009,EMP029,2,20,Digital Wallet,False
TXN000219,2024-12-07,16,CUST0142,PRD0067,ST004,EMP027,5,25,Debit Card,False
TXN000220,2024-05-04,9,CUST0468,PRD0041,ST008,EMP035,5,15,Credit Card,False
TXN000221,2024-07-14,15,CUST0364,PRD0096,ST003,EMP049,5,10,Cash,False
TXN000222,2024-10-19,17,CUST0186,PRD0061,ST004,EMP027,5,0,Debit Card,False
TXN000223,2024-02-12,14,CUST0212,PRD0061,ST002,EMP039,3,15,Credit Card,False
TXN000224,2023-07-28,21,CUST0052,PRD0093,ST009,EMP029,5,0,Debit Card,False
TXN000225,2023-12-12,14,CUST0037,PRD0015,ST009,EMP029,4,10,Debit Card,False
TXN000226,2024-12-04,8,CUST0182,PRD0085,ST008,EMP035,2,25,Credit Card,False
TXN000227,2023-06-04,19,CUST0170,PRD0096,ST005,EMP044,4,0,Cash,False
TXN000228,2023-11-20,21,CUST0084,PRD0052,ST005,EMP044,2,0,Digital Wallet,False
TXN000229,2024-12-16,12,CUST0346,PRD0091,ST007,EMP045,2,0,Cash,False
TXN000230,2023-04-20,15,CUST0170,PRD0056,ST002,EMP046,1,0,Digital Wallet,False
TXN000231,2024-06-22,16,CUST0349,PRD0019,ST005,EMP018,2,20,Credit Card,False
TXN000232,2024-07-08,18,CUST0426,PRD0050,ST004,EMP027,2,0,Debit Card,False
TXN000233,2023-07-10,15,CUST0425,PRD0064,ST010,EMP007,5,0,Cash,False
TXN000234,2024-04-27,18,CUST0416,PRD0073,ST008,EMP037,3,0,Digital Wallet,False
TXN000235,2023-09-13,11,CUST0181,PRD0012,ST001,EMP032,1,0,Debit Card,False
TXN000236,2024-07-18,9,CUST0442,PRD0088,ST006,EMP021,2,0,Debit Card,False
TXN000237,2024-10-25,15,CUST0170,PRD0039,ST004,EMP043,1,0,Digital Wallet,False
TXN000238,2024-03-26,12,CUST0318,PRD0056,ST007,EMP045,2,0,Digital Wallet,False
TXN000239,2024-07-01,8,CUST0277,PRD0071,ST003,EMP011,4,25,Cash,False
TXN000240,2024-08-08,16,CUST0011,PRD0087,ST004,EMP043,3,25,Cash,False
TXN000241,2023-05-19,21,CUST0423,PRD0013,ST009,EMP006,5,0,Credit Card,False
TXN000242,2023-03-17,11,CUST0236,PRD0030,ST003,EMP049,4,0,Digital Wallet,False
TXN000243,2023-12-01,15,CUST0468,PRD0039,ST001,EMP002,3,20,Digital Wallet,False
TXN000244,2024-05-27,14,CUST0249,PRD0004,ST009,EMP006,5,25,Digital Wallet,False
TXN000245,2023-03-05,9,CUST0446,PRD0077,ST008,EMP048,1,0,Cash,True
TXN000246,2024-03-22,14,CUST0260,PRD0097,ST003,EMP001,5,0,Debit Card,False
TXN000247,2023-04-25,9,CUST0174,PRD0091,ST004,EMP027,3,0,Debit Card,False
TXN000248,2023-11-26,13,CUST0388,PRD0027,ST002,EMP039,4,0,Debit Card,False
TXN000249,2024-11-16,14,CUST0119,PRD0080,ST006,EMP047,2,5,Credit Card,False
TXN000250,2024-02-23,14,CUST0073,PRD0063,ST010,EMP022,1,0,Debit Card,False
TXN000251,2024-12-26,11,CUST0093,PRD0004,ST007,EMP014,5,0,Credit Card,False
TXN000252,2024-04-25,13,CUST0497,PRD0083,ST005,EMP026,4,0,Cash,False
TXN000253,2023-03-21,9,CUST0453,PRD0024,ST002,EMP012,1,0,Debit Card,False
TXN000254,2024-11-26,15,CUST0158,PRD0033,ST004,EMP043,4,0,Credit Card,False
TXN000255,2024-11-26,17,CUST0260,PRD0013,ST004,EMP027,5,0,Debit Card,False
TXN000256,2023-10-10,10,CUST0161,PRD0056,ST007,EMP014,4,0,Credit Card,False
TXN000257,2024-03-10,10,CUST0494,PRD0085,ST004,EMP027,2,0,Cash,True
TXN000258,2024-09-23,21,CUST0043,PRD0015,ST002,EMP012,5,0,Cash,False
TXN000259,2024-02-17,15,CUST0011,PRD0026,ST005,EMP026,1,0,Digital Wallet,False
TXN000260,2024-08-09,12,CUST0241,PRD0089,ST002,EMP039,4,0,Debit Card,False
TXN000261,2024-08-05,10,CUST0437,PRD0026,ST007,EMP045,5,0,Debit Card,False
TXN000262,2023-03-24,15,CUST0249,PRD0052,ST001,EMP024,5,10,Credit Card,False
TXN000263,2024-12-07,10,CUST0418,PRD0039,ST009,EMP006,5,0,Digital Wallet,False
TXN000264,2024-04-06,17,CUST0078,PRD0039,ST002,EMP003,5,25,Digital Wallet,False
TXN000265,2024-02-10,12,CUST0124,PRD0034,ST002,EMP046,2,5,Debit Card,False
TXN000266,2024-08-31,20,CUST0105,PRD0069,ST009,EMP005,2,0,Cash,False
TXN000267,2023-09-23,18,CUST0153,PRD0100,ST005,EMP026,5,0,Cash,False
TXN000268,2023-02-12,8,CUST0200,PRD0022,ST008,EMP033,1,0,Credit Card,False
TXN000269,2024-09-03,11,CUST0244,PRD0098,ST004,EMP027,1,0,Digital Wallet,False
TXN000270,2023-12-03,15,CUST0155,PRD0077,ST003,EMP001,4,0,Credit Card,False
TXN000271,2023-05-30,8,CUST0246,PRD0083,ST001,EMP025,1,0,Debit Card,False
TXN000272,2023-12-19,18,CUST0335,PRD0025,ST002,EMP039,3,0,Cash,False
TXN000273,2024-09-24,13,CUST0214,PRD0064,ST007,EMP041,5,10,Debit Card,True
TXN000274,2023-07-11,15,CUST0009,PRD0099,ST006,EMP028,4,0,Cash,False
TXN000275,2024-05-25,17,CUST0242,PRD0086,ST001,EMP032,4,0,Credit Card,False
TXN000276,2023-03-12,16,CUST0454,PRD0051,ST009,EMP006,1,0,Cash,False
TXN000277,2024-07-20,11,CUST0211,PRD0094,ST006,EMP047,38,15,Cash,True
TXN000278,2024-12-22,16,CUST0290,PRD0071,ST001,EMP024,2,0,Credit Card,False
TXN000279,2024-10-01,9,CUST0416,PRD0020,ST003,EMP011,2,0,Credit Card,False
TXN000280,2024-10-23,18,CUST0417,PRD0002,ST002,EMP012,5,0,Cash,False
TXN000281,2023-07-16,10,CUST0322,PRD0048,ST003,EMP049,3,0,Digital Wallet,False
TXN000282,2024-11-21,14,CUST0399,PRD0005,ST008,EMP035,1,0,Digital Wallet,False
TXN000283,2024-05-09,21,CUST0029,PRD0020,ST010,EMP038,3,0,Cash,False
TXN000284,2024-01-19,11,CUST0020,PRD0060,ST005,EMP026,4,0,Digital Wallet,False
TXN000285,2024-05-25,19,CUST0332,PRD0074,ST003,EMP001,2,0,Credit Card,False
TXN000286,2024-05-17,21,CUST0037,PRD0099,ST009,EMP005,5,20,Credit Card,False
TXN000287,2024-12-17,10,CUST0142,PRD0025,ST009,EMP005,5,5,Digital Wallet,False
TXN000288,2024-07-17,16,CUST0255,PRD0018,ST010,EMP022,5,15,Credit Card,False
TXN000289,2024-03-17,10,CUST0473,PRD0052,ST008,EMP010,1,0,Credit Card,False
TXN000290,2023-10-05,14,CUST0069,PRD0096,ST003,EMP011,4,0,Digital Wallet,False
